"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"AGE00135039","1852-01-20","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","   50",",,E","  158",",,E","   83",",,E"
"AGE00135039","1852-01-21","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  155",",,E","   83",",,E"
"AGE00135039","1852-01-22","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","   25",",,E","  140",",,E","   90",",,E"
"AGE00135039","1852-01-23","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","   10",",,E","  138",",,E","   85",",,E"
"AGE00135039","1852-01-24","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","   68",",,E","  130",",,E","   75",",,E"
"AGE00135039","1852-01-25","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E",,,,
"AGE00135039","1852-01-26","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  140",",,E","  110",",,E"
"AGE00135039","1852-01-27","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","   43",",,E","  148",",,E","  105",",,E"
"AGE00135039","1852-01-28","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  138",",,E","   75",",,E"
"AGE00135039","1852-01-29","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","   43",",,E","  120",",,E","   58",",,E"
"AGE00135039","1852-01-30","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","   28",",,E","  130",",,E","   75",",,E"
"AGE00135039","1852-01-31","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  163",",,E","   55",",,E"
"AGE00135039","1852-02-01","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E",,,,
"AGE00135039","1852-02-02","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  140",",,E","   55",",,E"
"AGE00135039","1852-02-03","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  135",",,E","   70",",,E"
"AGE00135039","1852-02-04","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  148",",,E","   58",",,E"
"AGE00135039","1852-02-05","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  133",",,E","   50",",,E"
"AGE00135039","1852-02-06","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  130",",,E","   45",",,E"
"AGE00135039","1852-02-07","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  138",",,E","   50",",,E"
"AGE00135039","1852-02-08","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  150",",,E","   95",",,E"
"AGE00135039","1852-02-09","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E",,,,
"AGE00135039","1852-02-10","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  130",",,E","   60",",,E"
"AGE00135039","1852-02-11","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","  255",",,E","   90",",,E","   40",",,E"
"AGE00135039","1852-02-12","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","   50",",,E","  100",",,E","   65",",,E"
"AGE00135039","1852-02-13","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  130",",,E","   75",",,E"
"AGE00135039","1852-02-14","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","   38",",,E","  130",",,E","   80",",,E"
"AGE00135039","1852-02-15","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E",,,,
"AGE00135039","1852-02-16","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  120",",,E","   90",",,E"
"AGE00135039","1852-02-17","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  135",",,E","   60",",,E"
"AGE00135039","1852-02-18","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  145",",,E","   65",",,E"
"AGE00135039","1852-02-19","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","   13",",,E","  160",",,E","   95",",,E"
"AGE00135039","1852-02-20","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  133",",,E","   65",",,E"
"AGE00135039","1852-02-21","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  123",",,E","   55",",,E"
"AGE00135039","1852-02-22","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E",,,,
"AGE00135039","1852-02-23","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  113",",,E","   40",",,E"
"AGE00135039","1852-02-24","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","   20",",,E","  120",",,E","   45",",,E"
"AGE00135039","1852-02-25","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  110",",,E","   65",",,E"
"AGE00135039","1852-02-26","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","   85",",,E","  130",",,E","   33",",,E"
"AGE00135039","1852-02-27","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E",,,,
"AGE00135039","1852-02-28","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","   80",",,E","  135",",,E","   60",",,E"
"AGE00135039","1852-03-01","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  150",",,E","   50",",,E"
"AGE00135039","1852-03-02","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  140",",,E","   40",",,E"
"AGE00135039","1852-03-03","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  140",",,E","   35",",,E"
"AGE00135039","1852-03-04","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  150",",,E","   70",",,E"
"AGE00135039","1852-03-05","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  130",",,E","   70",",,E"
"AGE00135039","1852-03-06","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","  220",",,E","  130",",,E","   60",",,E"
"AGE00135039","1852-03-07","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E",,,,
"AGE00135039","1852-03-08","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  160",",,E","  105",",,E"
"AGE00135039","1852-03-09","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  180",",,E","  120",",,E"
"AGE00135039","1852-03-10","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","   40",",,E","  170",",,E","  100",",,E"
"AGE00135039","1852-03-11","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  160",",,E","   80",",,E"
"AGE00135039","1852-03-12","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  170",",,E","  103",",,E"
"AGE00135039","1852-03-13","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  165",",,E","   75",",,E"
"AGE00135039","1852-03-14","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","  110",",,E",,,,
"AGE00135039","1852-03-15","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  133",",,E","   50",",,E"
"AGE00135039","1852-03-16","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  135",",,E","   40",",,E"
"AGE00135039","1852-03-17","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  160",",,E","   65",",,E"
"AGE00135039","1852-03-18","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  153",",,E","  100",",,E"
"AGE00135039","1852-03-19","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  173",",,E","   80",",,E"
"AGE00135039","1852-03-20","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  160",",,E","  103",",,E"
"AGE00135039","1852-03-21","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E",,,,
"AGE00135039","1852-03-22","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  170",",,E","  120",",,E"
"AGE00135039","1852-03-23","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  175",",,E","  125",",,E"
"AGE00135039","1852-03-24","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  150",",,E","  110",",,E"
"AGE00135039","1852-03-25","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  180",",,E","  110",",,E"
"AGE00135039","1852-03-26","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  205",",,E","  120",",,E"
"AGE00135039","1852-03-27","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  228",",,E","  110",",,E"
"AGE00135039","1852-03-28","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E",,,,
"AGE00135039","1852-03-29","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  225",",,E","  110",",,E"
"AGE00135039","1852-03-30","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  230",",,E","  128",",,E"
"AGE00135039","1852-03-31","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  230",",,E","  155",",,E"
"AGE00135039","1852-04-01","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  225",",,E","  110",",,E"
"AGE00135039","1852-04-02","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  220",",,E","  100",",,E"
"AGE00135039","1852-04-03","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  220",",,E","  110",",,E"
"AGE00135039","1852-04-04","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E",,,,
"AGE00135039","1852-04-05","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  200",",,E","  120",",,E"
"AGE00135039","1852-04-06","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","   40",",,E","  190",",,E","  110",",,E"
"AGE00135039","1852-04-07","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  180",",,E","   80",",,E"
"AGE00135039","1852-04-08","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","   40",",,E","  185",",,E","  125",",,E"
"AGE00135039","1852-04-09","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  200",",,E","  125",",,E"
"AGE00135039","1852-04-10","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  210",",,E","  110",",,E"
"AGE00135039","1852-04-11","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E",,,,
"AGE00135039","1852-04-12","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E",,,,
"AGE00135039","1852-04-13","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","  165",",,E","  155",",,E","  125",",,E"
"AGE00135039","1852-04-14","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","   95",",,E","  155",",,E","   98",",,E"
"AGE00135039","1852-04-15","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    5",",,E","  165",",,E","   90",",,E"
"AGE00135039","1852-04-16","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  210",",,E","  133",",,E"
"AGE00135039","1852-04-17","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  205",",,E","   85",",,E"
"AGE00135039","1852-04-18","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E",,,,
"AGE00135039","1852-04-19","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  210",",,E","  110",",,E"
"AGE00135039","1852-04-20","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  210",",,E","  123",",,E"
"AGE00135039","1852-04-21","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  200",",,E","  150",",,E"
"AGE00135039","1852-04-22","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  203",",,E","  125",",,E"
"AGE00135039","1852-04-23","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  210",",,E","  140",",,E"
"AGE00135039","1852-04-24","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  220",",,E","  118",",,E"
"AGE00135039","1852-04-25","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E",,,,
"AGE00135039","1852-04-26","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","   28",",,E","  203",",,E","  115",",,E"
"AGE00135039","1852-04-27","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","  315",",,E","  150",",,E","  100",",,E"
"AGE00135039","1852-04-28","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  160",",,E","   90",",,E"
"AGE00135039","1852-04-29","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  200",",,E","  100",",,E"
"AGE00135039","1852-04-30","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  223",",,E","  113",",,E"
"AGE00135039","1852-05-01","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  205",",,E","  140",",,E"
"AGE00135039","1852-05-02","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E",,,,
"AGE00135039","1852-05-03","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  205",",,E","  143",",,E"
"AGE00135039","1852-05-04","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  215",",,E","  143",",,E"
"AGE00135039","1852-05-05","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","  225",",,E","  165",",,E","  115",",,E"
"AGE00135039","1852-05-06","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","   15",",,E","  175",",,E","  110",",,E"
"AGE00135039","1852-05-07","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  170",",,E","  103",",,E"
"AGE00135039","1852-05-08","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","  205",",,E","  220",",,E","  115",",,E"
"AGE00135039","1852-05-09","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E",,,,
"AGE00135039","1852-05-10","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","  180",",,E","  235",",,E","  115",",,E"
"AGE00135039","1852-05-11","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  220",",,E","  100",",,E"
"AGE00135039","1852-05-12","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  215",",,E","  130",",,E"
"AGE00135039","1852-05-13","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  215",",,E","  145",",,E"
"AGE00135039","1852-05-14","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  208",",,E","  153",",,E"
"AGE00135039","1852-05-15","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  220",",,E","  155",",,E"
"AGE00135039","1852-05-16","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E",,,,
"AGE00135039","1852-05-17","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  228",",,E","  170",",,E"
"AGE00135039","1852-05-18","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  230",",,E","  140",",,E"
"AGE00135039","1852-05-19","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  225",",,E","  110",",,E"
"AGE00135039","1852-05-20","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E",,,,
"AGE00135039","1852-05-21","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  218",",,E","  170",",,E"
"AGE00135039","1852-05-22","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  225",",,E","  170",",,E"
"AGE00135039","1852-05-23","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E",,,,
"AGE00135039","1852-05-24","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  225",",,E","  155",",,E"
"AGE00135039","1852-05-25","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","  175",",,E","  230",",,E","  153",",,E"
"AGE00135039","1852-05-26","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  225",",,E","  150",",,E"
"AGE00135039","1852-05-27","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  225",",,E","  150",",,E"
"AGE00135039","1852-05-28","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  243",",,E","  170",",,E"
"AGE00135039","1852-05-29","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","   13",",,E","  248",",,E","  150",",,E"
"AGE00135039","1852-05-30","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E",,,,
"AGE00135039","1852-05-31","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    5",",,E","  240",",,E","  145",",,E"
"AGE00135039","1852-06-01","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  235",",,E","  135",",,E"
"AGE00135039","1852-06-02","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  243",",,E","  150",",,E"
"AGE00135039","1852-06-03","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  248",",,E","  155",",,E"
"AGE00135039","1852-06-04","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  254",",,E","  140",",,E"
"AGE00135039","1852-06-05","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  250",",,E","  140",",,E"
"AGE00135039","1852-06-06","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E",,,,
"AGE00135039","1852-06-07","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  270",",,E","  173",",,E"
"AGE00135039","1852-06-08","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  260",",,E","  170",",,E"
"AGE00135039","1852-06-09","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  260",",,E","  155",",,E"
"AGE00135039","1852-06-10","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  253",",,E","  165",",,E"
"AGE00135039","1852-06-11","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  270",",,E","  170",",,E"
"AGE00135039","1852-06-12","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  270",",,E","  170",",,E"
"AGE00135039","1852-06-13","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E",,,,
"AGE00135039","1852-06-14","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  285",",,E","  170",",,E"
"AGE00135039","1852-06-15","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  303",",,E","  150",",,E"
"AGE00135039","1852-06-16","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  283",",,E","  180",",,E"
"AGE00135039","1852-06-17","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  280",",,E","  180",",,E"
"AGE00135039","1852-06-18","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  270",",,E","  155",",,E"
"AGE00135039","1852-06-19","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  263",",,E","  140",",,E"
"AGE00135039","1852-06-20","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E",,,,
"AGE00135039","1852-06-21","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  265",",,E","  165",",,E"
"AGE00135039","1852-06-22","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  300",",,E","  200",",,E"
"AGE00135039","1852-06-23","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  310",",,E","  200",",,E"
"AGE00135039","1852-06-24","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  275",",,E","  180",",,E"
"AGE00135039","1852-06-25","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  253",",,E","  183",",,E"
"AGE00135039","1852-06-26","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  245",",,E","  170",",,E"
"AGE00135039","1852-06-27","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E",,,,
"AGE00135039","1852-06-28","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  260",",,E","  210",",,E"
"AGE00135039","1852-06-29","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  265",",,E","  180",",,E"
"AGE00135039","1852-06-30","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  263",",,E","  180",",,E"
"AGE00135039","1852-07-01","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E",,,,
"AGE00135039","1852-07-02","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  260",",,E","  210",",,E"
"AGE00135039","1852-07-03","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  260",",,E","  210",",,E"
"AGE00135039","1852-07-04","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E",,,,
"AGE00135039","1852-07-05","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  275",",,E","  210",",,E"
"AGE00135039","1852-07-06","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  298",",,E","  200",",,E"
"AGE00135039","1852-07-07","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  300",",,E","  180",",,E"
"AGE00135039","1852-07-08","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  270",",,E","  190",",,E"
"AGE00135039","1852-07-09","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  253",",,E","  203",",,E"
"AGE00135039","1852-07-10","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  260",",,E","  205",",,E"
"AGE00135039","1852-07-11","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E",,,,
"AGE00135039","1852-07-12","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  260",",,E","  203",",,E"
"AGE00135039","1852-07-13","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  258",",,E","  190",",,E"
"AGE00135039","1852-07-14","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  270",",,E","  213",",,E"
"AGE00135039","1852-07-15","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  270",",,E","  225",",,E"
"AGE00135039","1852-07-16","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  275",",,E","  200",",,E"
"AGE00135039","1852-07-17","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","    0",",,E","  285",",,E","  180",",,E"
