"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"AGM00060471","2004-02-17","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  175",",,S","   28",",,S","  117","H,,S"
"AGM00060471","2004-02-18","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  146",",,S","   21",",,S","  105","H,,S"
"AGM00060471","2004-02-19","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  164",",,S","   50",",,S","  132","H,,S"
"AGM00060471","2004-02-20","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  222",",,S","  105",",,S","  176","H,,S"
"AGM00060471","2004-02-21","35.333","5.333","461.0","BARIKA, AG","   10",",,S","  242",",,S","  203",",I,S","  223","H,,S"
"AGM00060471","2004-02-22","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  180",",I,S","  122",",,S","  152","H,,S"
"AGM00060471","2004-02-23","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  209",",,S","   31",",,S","  138","H,,S"
"AGM00060471","2004-02-24","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  231",",,S","   85",",,S","  174","H,,S"
"AGM00060471","2004-02-25","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  209",",,S","  115",",,S","  177","H,,S"
"AGM00060471","2004-02-26","35.333","5.333","461.0","BARIKA, AG","    5",",,S","  179",",,S","   83",",,S","  139","H,,S"
"AGM00060471","2004-02-27","35.333","5.333","461.0","BARIKA, AG","    0",",,S",,,"   61",",,S","  116","H,,S"
"AGM00060471","2004-02-28","35.333","5.333","461.0","BARIKA, AG",,,"  126",",,S",,,"  101","H,,S"
"AGM00060471","2004-02-29","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  137",",,S","  -11",",,S","   82","H,,S"
"AGM00060471","2004-03-01","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  127",",,S","   20",",,S","   81","H,,S"
"AGM00060471","2004-03-02","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  110",",,S","   25",",,S","   74","H,,S"
"AGM00060471","2004-03-07","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  178",",,S","   85",",,S","  128","H,,S"
"AGM00060471","2009-04-09","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  185",",,S","   36",",,S","  131","H,,S"
"AGM00060471","2009-04-10","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  225",",,S","   47",",,S","  163","H,,S"
"AGM00060471","2009-04-11","35.333","5.333","461.0","BARIKA, AG","   20",",,S","   85",",,S",,,"   67","H,,S"
"AGM00060471","2009-04-12","35.333","5.333","461.0","BARIKA, AG","  391",",,S","  154",",,S","   17",",,S","  104","H,,S"
"AGM00060471","2009-04-13","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  133",",,S","   25",",,S","   94","H,,S"
"AGM00060471","2009-04-14","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  208",",,S","   27",",,S","  143","H,,S"
"AGM00060471","2009-04-15","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  248",",,S","   71",",,S","  191","H,,S"
"AGM00060471","2009-04-16","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  230",",,S","   89",",,S","  178","H,,S"
"AGM00060471","2009-04-17","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  214",",,S","   91",",,S","  167","H,,S"
"AGM00060471","2009-04-18","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  189",",,S","   93",",,S","  148","H,,S"
"AGM00060471","2009-04-19","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  180",",,S","   58",",,S","  128","H,,S"
"AGM00060471","2009-04-20","35.333","5.333","461.0","BARIKA, AG","   20",",,S","  186",",,S","   67",",,S","  145","H,,S"
"AGM00060471","2009-04-21","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  185",",,S","   32",",,S","  131","H,,S"
"AGM00060471","2009-04-22","35.333","5.333","461.0","BARIKA, AG","    3",",,S","  169",",,S","   59",",,S","  138","H,,S"
"AGM00060471","2009-04-23","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  225",",,S","   69",",,S","  171","H,,S"
"AGM00060471","2009-04-24","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  265",",,S","   61",",,S","  202","H,,S"
"AGM00060471","2009-04-25","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  291",",,S","  157",",,S","  243","H,,S"
"AGM00060471","2009-04-26","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  276",",,S","  156",",,S","  227","H,,S"
"AGM00060471","2009-04-27","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  197",",,S","   90",",,S","  153","H,,S"
"AGM00060471","2009-04-28","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  228",",,S","   27",",,S","  168","H,,S"
"AGM00060471","2009-04-29","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  238",",,S","   68",",,S","  185","H,,S"
"AGM00060471","2009-04-30","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  242",",,S","   84",",,S","  192","H,,S"
"AGM00060471","2009-05-01","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  234",",,S","   87",",,S","  176","H,,S"
"AGM00060471","2009-05-02","35.333","5.333","461.0","BARIKA, AG","    5",",,S","  215",",,S","   97",",,S","  177","H,,S"
"AGM00060471","2009-05-03","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  244",",,S","   78",",,S","  191","H,,S"
"AGM00060471","2009-05-04","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  265",",,S","   90",",,S","  211","H,,S"
"AGM00060471","2009-05-05","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  256",",,S","  140",",,S","  213","H,,S"
"AGM00060471","2009-05-06","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  238",",,S","  102",",,S","  192","H,,S"
"AGM00060471","2009-05-07","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  259",",,S","   87",",,S","  207","H,,S"
"AGM00060471","2009-05-08","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  283",",,S","  102",",,S","  231","H,,S"
"AGM00060471","2009-05-09","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  294",",,S","  110",",,S","  245","H,,S"
"AGM00060471","2009-05-10","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  303",",,S","  127",",,S","  253","H,,S"
"AGM00060471","2009-05-11","35.333","5.333","461.0","BARIKA, AG","    0",",,S",,,"  128",",,S","  264","H,,S"
"AGM00060471","2009-05-12","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  317",",,S","  147",",,S","  261","H,,S"
"AGM00060471","2009-05-13","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  339",",,S","  154",",,S","  271","H,,S"
"AGM00060471","2009-05-14","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  273",",,S","  166",",,S","  226","H,,S"
"AGM00060471","2009-05-15","35.333","5.333","461.0","BARIKA, AG","   71",",,S","  208",",,S","  140",",,S","  175","H,,S"
"AGM00060471","2009-05-16","35.333","5.333","461.0","BARIKA, AG","   10",",,S","  239",",,S",,,"  189","H,,S"
"AGM00060471","2009-05-17","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  305",",,S","   72",",,S","  235","H,,S"
"AGM00060471","2009-05-18","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  321",",,S","  121",",,S","  267","H,,S"
"AGM00060471","2009-05-19","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  357",",,S","  159",",,S","  297","H,,S"
"AGM00060471","2009-05-20","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  376",",,S","  187",",,S","  311","H,,S"
"AGM00060471","2009-05-21","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  374",",,S","  180",",,S","  314","H,,S"
"AGM00060471","2009-05-22","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  369",",,S","  189",",,S","  317","H,,S"
"AGM00060471","2009-05-23","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  340",",,S","  215",",,S","  292","H,,S"
"AGM00060471","2009-05-24","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  357",",,S","  162",",,S","  294","H,,S"
"AGM00060471","2009-05-25","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  393",",,S","  177",",,S","  316","H,,S"
"AGM00060471","2009-05-26","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  377",",,S","  169",",,S","  307","H,,S"
"AGM00060471","2009-05-27","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  304",",,S","  205",",,S","  257","H,,S"
"AGM00060471","2009-05-28","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  324",",,S","  170",",,S","  276","H,,S"
"AGM00060471","2009-05-29","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  334",",,S","  156",",,S","  275","H,,S"
"AGM00060471","2009-05-30","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  335",",,S","  203",",,S","  268","H,,S"
"AGM00060471","2009-05-31","35.333","5.333","461.0","BARIKA, AG","    3",",,S","  357",",,S","  192",",,S","  296","H,,S"
"AGM00060471","2009-06-01","35.333","5.333","461.0","BARIKA, AG","    5",",,S","  333",",,S","  157",",,S","  281","H,,S"
"AGM00060471","2009-06-02","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  350",",,S","  144",",,S","  293","H,,S"
"AGM00060471","2009-06-03","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  345",",,S","  177",",,S","  297","H,,S"
"AGM00060471","2009-06-04","35.333","5.333","461.0","BARIKA, AG",,,"  339",",,S",,,"  306","H,,S"
"AGM00060471","2009-06-05","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  370",",,S","  185",",,S","  317","H,,S"
"AGM00060471","2009-06-06","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  345",",,S","  173",",,S","  288","H,,S"
"AGM00060471","2009-06-07","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  328",",,S","  183",",,S","  282","H,,S"
"AGM00060471","2009-06-08","35.333","5.333","461.0","BARIKA, AG",,,"  376",",,S",,,"  335","H,,S"
"AGM00060471","2009-06-09","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  361",",,S","  189",",,S","  297","H,,S"
"AGM00060471","2009-06-10","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  379",",,S","  190",",,S","  312","H,,S"
"AGM00060471","2009-06-11","35.333","5.333","461.0","BARIKA, AG","    0",",,S",,,"  217",",,S","  327","H,,S"
"AGM00060471","2009-06-12","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  396",",,S","  213",",,S","  334","H,,S"
"AGM00060471","2009-06-13","35.333","5.333","461.0","BARIKA, AG","   20",",,S","  397",",,S","  199",",,S","  332","H,,S"
"AGM00060471","2009-06-14","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  386",",,S","  206",",,S","  334","H,,S"
"AGM00060471","2009-06-15","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  374",",,S","  199",",,S","  320","H,,S"
"AGM00060471","2009-06-16","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  376",",,S","  200",",,S","  326","H,,S"
"AGM00060471","2009-06-29","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  380",",,S","  234",",,S","  320","H,,S"
"AGM00060471","2009-06-30","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  386",",,S","  223",",,S","  335","H,,S"
"AGM00060471","2009-07-01","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  378",",,S","  237",",,S","  334","H,,S"
"AGM00060471","2009-07-02","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  394",",,S","  226",",,S","  341","H,,S"
"AGM00060471","2009-07-03","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  415",",,S","  235",",,S","  359","H,,S"
"AGM00060471","2009-07-04","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  405",",,S","  257",",,S","  360","H,,S"
"AGM00060471","2009-07-05","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  406",",,S","  233",",,S","  349","H,,S"
"AGM00060471","2009-07-06","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  406",",,S","  233",",,S","  349","H,,S"
"AGM00060471","2009-07-07","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  414",",,S","  247",",,S","  358","H,,S"
"AGM00060471","2009-07-08","35.333","5.333","461.0","BARIKA, AG","    0",",,S",,,"  307",",,S","  378","H,,S"
"AGM00060471","2009-07-09","35.333","5.333","461.0","BARIKA, AG","   10",",,S","  424",",,S","  252",",,S","  359","H,,S"
"AGM00060471","2009-07-10","35.333","5.333","461.0","BARIKA, AG","   41",",,S","  375",",,S","  211",",,S","  313","H,,S"
"AGM00060471","2009-07-18","35.333","5.333","461.0","BARIKA, AG","    0",",,S",,,"  229",",,S","  329","H,,S"
"AGM00060471","2009-07-19","35.333","5.333","461.0","BARIKA, AG","    0",",,S",,,"  221",",,S","  301","H,,S"
"AGM00060471","2009-07-20","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  377",",,S","  243",",,S","  327","H,,S"
"AGM00060471","2009-07-21","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  413",",,S","  233",",,S","  356","H,,S"
"AGM00060471","2009-07-22","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  436",",,S","  253",",,S","  376","H,,S"
"AGM00060471","2009-07-23","35.333","5.333","461.0","BARIKA, AG","    0",",,S",,,"  288",",,S","  362","H,,S"
"AGM00060471","2009-07-24","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  428",",,S","  257",",,S","  367","H,,S"
"AGM00060471","2009-07-25","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  442",",,S","  245",",,S","  381","H,,S"
"AGM00060471","2009-07-26","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  440",",,S","  274",",,S","  373","H,,S"
"AGM00060471","2009-07-27","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  417",",,S",,,"  368","H,,S"
"AGM00060471","2009-07-28","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  440",",,S","  264",",,S","  382","H,,S"
"AGM00060471","2009-07-29","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  437",",,S","  262",",,S","  383","H,,S"
"AGM00060471","2009-07-30","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  423",",,S","  224",",,S","  362","H,,S"
"AGM00060471","2009-07-31","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  387",",,S","  236",",,S","  334","H,,S"
"AGM00060471","2009-08-01","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  390",",,S","  239",",,S","  334","H,,S"
"AGM00060471","2009-08-03","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  421",",,S","  223",",,S","  345","H,,S"
"AGM00060471","2009-08-04","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  408",",,S","  199",",,S","  335","H,,S"
"AGM00060471","2009-08-05","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  396",",,S","  238",",,S","  326","H,,S"
"AGM00060471","2009-08-09","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  400",",,S","  234",",,S","  332","H,,S"
"AGM00060471","2009-08-10","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  417",",,S","  253",",,S","  338","H,,S"
"AGM00060471","2009-08-12","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  410",",,S","  253",",,S","  338","H,,S"
"AGM00060471","2009-08-13","35.333","5.333","461.0","BARIKA, AG","   20",",,S","  417",",,S","  281",",,S","  349","H,,S"
"AGM00060471","2009-08-16","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  428",",,S","  282",",,S","  364","H,,S"
"AGM00060471","2009-08-17","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  387",",,S","  264",",,S","  330","H,,S"
"AGM00060471","2009-08-18","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  374",",,S","  253",",,S","  322","H,,S"
"AGM00060471","2009-08-20","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  376",",,S","  235",",,S","  314","H,,S"
"AGM00060471","2009-08-21","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  373",",,S","  225",",,S","  307","H,,S"
"AGM00060471","2009-08-23","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  381",",,S","  225",",,S","  320","H,,S"
"AGM00060471","2009-08-24","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  406",",,S","  259",",,S","  340","H,,S"
"AGM00060471","2009-08-25","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  401",",,S","  223",",,S","  319","H,,S"
"AGM00060471","2009-08-26","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  400",",,S","  240",",,S","  315","H,,S"
"AGM00060471","2009-08-27","35.333","5.333","461.0","BARIKA, AG","   10",",,S","  385",",,S","  236",",,S","  319","H,,S"
"AGM00060471","2009-08-28","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  361",",,S","  233",",,S","  302","H,,S"
"AGM00060471","2009-08-30","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  358",",,S","  215",",,S","  293","H,,S"
"AGM00060471","2009-08-31","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  370",",,S","  210",",,S","  295","H,,S"
"AGM00060471","2009-11-01","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  240",",,S","  120",",,S","  194","H,,S"
"AGM00060471","2009-11-02","35.333","5.333","461.0","BARIKA, AG","    0",",,S",,,"  110",",,S","  191","H,,S"
"AGM00060471","2009-11-03","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  250",",,S","  110",",,S","  192","H,,S"
"AGM00060471","2009-11-04","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  249",",,S","   95",",,S","  186","H,,S"
"AGM00060471","2009-11-05","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  229",",,S",,,"  173","H,,S"
"AGM00060471","2009-11-06","35.333","5.333","461.0","BARIKA, AG","    8",",,S","  170",",,S","   80",",,S","  123","H,,S"
"AGM00060471","2009-11-07","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  180",",,S","   40",",,S","  129","H,,S"
"AGM00060471","2009-11-08","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  170",",,S","  105",",,S","  138","H,,S"
"AGM00060471","2009-11-09","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  135",",,S",,,"  102","H,,S"
"AGM00060471","2009-11-10","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  160",",,S","   35",",,S","  108","H,,S"
"AGM00060471","2009-11-11","35.333","5.333","461.0","BARIKA, AG","    0",",,S",,,"   45",",,S","  116","H,,S"
"AGM00060471","2009-11-12","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  214",",,S","   50",",,S","  142","H,,S"
"AGM00060471","2009-11-13","35.333","5.333","461.0","BARIKA, AG","   20",",,S","  235",",,S","   63",",,S","  162","H,,S"
"AGM00060471","2009-11-14","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  240",",,S","   63",",,S","  162","H,,S"
"AGM00060471","2009-11-15","35.333","5.333","461.0","BARIKA, AG","    0",",,S",,,"   60",",,S","  163","H,,S"
"AGM00060471","2009-11-16","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  245",",,S","   60",",,S","  158","H,,S"
"AGM00060471","2009-11-17","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  250",",,S","   60",",,S","  163","H,,S"
"AGM00060471","2009-11-18","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  245",",,S","   60",",,S","  163","H,,S"
"AGM00060471","2009-11-19","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  213",",,S","   75",",,S","  148","H,,S"
"AGM00060471","2009-11-20","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  230",",,S","   55",",,S","  160","H,,S"
"AGM00060471","2009-11-21","35.333","5.333","461.0","BARIKA, AG",,,"  215",",,S","   50",",,S","  139","H,,S"
"AGM00060471","2009-11-22","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  210",",,S","   55",",,S","  142","H,,S"
"AGM00060471","2009-11-23","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  210",",,S","   50",",,S","  142","H,,S"
"AGM00060471","2009-11-24","35.333","5.333","461.0","BARIKA, AG","    0",",,S",,,"   50",",,S","  128","H,,S"
"AGM00060471","2009-11-25","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  193",",,S","   35",",,S","  118","H,,S"
"AGM00060471","2009-11-26","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  195",",,S","   40",",,S","  122","H,,S"
"AGM00060471","2009-11-27","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  230",",,S","   82",",,S","  156","H,,S"
"AGM00060471","2009-11-28","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  240",",,S","   65",",,S","  141","H,,S"
"AGM00060471","2009-11-29","35.333","5.333","461.0","BARIKA, AG",,,"  195",",,S",,,"  159","H,,S"
"AGM00060471","2009-11-30","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  125",",,S","   40",",,S","  103","H,,S"
"AGM00060471","2009-12-01","35.333","5.333","461.0","BARIKA, AG","   30",",,S","  135",",,S","   20",",,S","   87","H,,S"
"AGM00060471","2009-12-02","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  135",",,S","    5",",,S","   83","H,,S"
"AGM00060471","2009-12-03","35.333","5.333","461.0","BARIKA, AG","    0",",,S",,,"   35",",,S","  107","H,,S"
"AGM00060471","2009-12-04","35.333","5.333","461.0","BARIKA, AG","   41",",,S","  145",",,S",,,"  113","H,,S"
"AGM00060471","2009-12-05","35.333","5.333","461.0","BARIKA, AG","    0",",,S","  170",",,S","   15",",,S","  107","H,,S"
