"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"ACW00011647","1957-10-05","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-10-06","17.13333","-61.78333","19.2","ST JOHNS, AC","   18",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-10-07","17.13333","-61.78333","19.2","ST JOHNS, AC","   23",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-10-08","17.13333","-61.78333","19.2","ST JOHNS, AC","   71",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-10-09","17.13333","-61.78333","19.2","ST JOHNS, AC","    8",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-10-10","17.13333","-61.78333","19.2","ST JOHNS, AC","    5",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-10-11","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-10-12","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-10-13","17.13333","-61.78333","19.2","ST JOHNS, AC","  272",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-10-14","17.13333","-61.78333","19.2","ST JOHNS, AC","    3",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-10-15","17.13333","-61.78333","19.2","ST JOHNS, AC","  119",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-10-16","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-10-17","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-10-18","17.13333","-61.78333","19.2","ST JOHNS, AC","    5",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-10-19","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-10-20","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-10-21","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-10-22","17.13333","-61.78333","19.2","ST JOHNS, AC","  137",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-10-23","17.13333","-61.78333","19.2","ST JOHNS, AC","   13",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-10-24","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-10-25","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-10-26","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-10-27","17.13333","-61.78333","19.2","ST JOHNS, AC","   18",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-10-28","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-10-29","17.13333","-61.78333","19.2","ST JOHNS, AC","   43",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-10-30","17.13333","-61.78333","19.2","ST JOHNS, AC","  147",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-10-31","17.13333","-61.78333","19.2","ST JOHNS, AC","  249",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-11-01","17.13333","-61.78333","19.2","ST JOHNS, AC","   91",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-11-02","17.13333","-61.78333","19.2","ST JOHNS, AC","   81",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-11-03","17.13333","-61.78333","19.2","ST JOHNS, AC","  188",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-11-04","17.13333","-61.78333","19.2","ST JOHNS, AC","  366",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-11-05","17.13333","-61.78333","19.2","ST JOHNS, AC","  378",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-11-06","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-11-07","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-11-08","17.13333","-61.78333","19.2","ST JOHNS, AC","   13",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-11-09","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-11-10","17.13333","-61.78333","19.2","ST JOHNS, AC","  152",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-11-11","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-11-12","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-11-13","17.13333","-61.78333","19.2","ST JOHNS, AC","   15",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-11-14","17.13333","-61.78333","19.2","ST JOHNS, AC","  561",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-11-15","17.13333","-61.78333","19.2","ST JOHNS, AC","   56",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-11-16","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-11-17","17.13333","-61.78333","19.2","ST JOHNS, AC","    5",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-11-18","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-11-19","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-11-20","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-11-21","17.13333","-61.78333","19.2","ST JOHNS, AC","   43",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-11-22","17.13333","-61.78333","19.2","ST JOHNS, AC","    3",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-11-23","17.13333","-61.78333","19.2","ST JOHNS, AC","   23",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-11-24","17.13333","-61.78333","19.2","ST JOHNS, AC","   15",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-11-25","17.13333","-61.78333","19.2","ST JOHNS, AC","   10",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-11-26","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-11-27","17.13333","-61.78333","19.2","ST JOHNS, AC","    3",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-11-28","17.13333","-61.78333","19.2","ST JOHNS, AC","    3",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-11-29","17.13333","-61.78333","19.2","ST JOHNS, AC","   36",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-11-30","17.13333","-61.78333","19.2","ST JOHNS, AC","   56",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-12-01","17.13333","-61.78333","19.2","ST JOHNS, AC","   10",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-12-02","17.13333","-61.78333","19.2","ST JOHNS, AC","   25",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-12-03","17.13333","-61.78333","19.2","ST JOHNS, AC","   46",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-12-04","17.13333","-61.78333","19.2","ST JOHNS, AC","  226",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-12-05","17.13333","-61.78333","19.2","ST JOHNS, AC","   30",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-12-06","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-12-07","17.13333","-61.78333","19.2","ST JOHNS, AC","   25",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-12-08","17.13333","-61.78333","19.2","ST JOHNS, AC","   99",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-12-09","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-12-10","17.13333","-61.78333","19.2","ST JOHNS, AC","  267",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-12-11","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-12-12","17.13333","-61.78333","19.2","ST JOHNS, AC","  325",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-12-13","17.13333","-61.78333","19.2","ST JOHNS, AC","  353",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-12-14","17.13333","-61.78333","19.2","ST JOHNS, AC","   46",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-12-15","17.13333","-61.78333","19.2","ST JOHNS, AC","    5",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-12-16","17.13333","-61.78333","19.2","ST JOHNS, AC","    3",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-12-17","17.13333","-61.78333","19.2","ST JOHNS, AC","   15",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-12-18","17.13333","-61.78333","19.2","ST JOHNS, AC","   30",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-12-19","17.13333","-61.78333","19.2","ST JOHNS, AC","   64",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-12-20","17.13333","-61.78333","19.2","ST JOHNS, AC","   43",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-12-21","17.13333","-61.78333","19.2","ST JOHNS, AC","    5",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-12-22","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-12-23","17.13333","-61.78333","19.2","ST JOHNS, AC","  150",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-12-24","17.13333","-61.78333","19.2","ST JOHNS, AC","    5",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-12-25","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-12-26","17.13333","-61.78333","19.2","ST JOHNS, AC","   76",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-12-27","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-12-28","17.13333","-61.78333","19.2","ST JOHNS, AC","   30",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-12-29","17.13333","-61.78333","19.2","ST JOHNS, AC","    3",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-12-30","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1957-12-31","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-01-01","17.13333","-61.78333","19.2","ST JOHNS, AC",,,"    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-01-02","17.13333","-61.78333","19.2","ST JOHNS, AC",,,"    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-01-03","17.13333","-61.78333","19.2","ST JOHNS, AC",,,"    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-01-04","17.13333","-61.78333","19.2","ST JOHNS, AC",,,"    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-01-05","17.13333","-61.78333","19.2","ST JOHNS, AC",,,"    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-01-06","17.13333","-61.78333","19.2","ST JOHNS, AC",,,"    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-01-07","17.13333","-61.78333","19.2","ST JOHNS, AC",,,"    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-01-08","17.13333","-61.78333","19.2","ST JOHNS, AC",,,"    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-01-09","17.13333","-61.78333","19.2","ST JOHNS, AC",,,"    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-01-10","17.13333","-61.78333","19.2","ST JOHNS, AC",,,"    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-01-11","17.13333","-61.78333","19.2","ST JOHNS, AC",,,"    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-01-12","17.13333","-61.78333","19.2","ST JOHNS, AC",,,"    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-01-13","17.13333","-61.78333","19.2","ST JOHNS, AC",,,"    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-01-14","17.13333","-61.78333","19.2","ST JOHNS, AC",,,"    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-01-15","17.13333","-61.78333","19.2","ST JOHNS, AC",,,"    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-01-16","17.13333","-61.78333","19.2","ST JOHNS, AC",,,"    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-01-17","17.13333","-61.78333","19.2","ST JOHNS, AC",,,"    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-01-18","17.13333","-61.78333","19.2","ST JOHNS, AC",,,"    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-01-19","17.13333","-61.78333","19.2","ST JOHNS, AC",,,"    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-01-20","17.13333","-61.78333","19.2","ST JOHNS, AC",,,"    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-01-21","17.13333","-61.78333","19.2","ST JOHNS, AC",,,"    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-01-22","17.13333","-61.78333","19.2","ST JOHNS, AC",,,"    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-01-23","17.13333","-61.78333","19.2","ST JOHNS, AC",,,"    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-01-24","17.13333","-61.78333","19.2","ST JOHNS, AC",,,"    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-01-25","17.13333","-61.78333","19.2","ST JOHNS, AC",,,"    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-01-26","17.13333","-61.78333","19.2","ST JOHNS, AC",,,"    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-01-27","17.13333","-61.78333","19.2","ST JOHNS, AC",,,"    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-01-28","17.13333","-61.78333","19.2","ST JOHNS, AC",,,"    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-01-29","17.13333","-61.78333","19.2","ST JOHNS, AC",,,"    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-01-30","17.13333","-61.78333","19.2","ST JOHNS, AC",,,"    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-01-31","17.13333","-61.78333","19.2","ST JOHNS, AC",,,"    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-02-01","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-02-02","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-02-03","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-02-04","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-02-05","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-02-06","17.13333","-61.78333","19.2","ST JOHNS, AC","   66",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-02-07","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-02-08","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-02-09","17.13333","-61.78333","19.2","ST JOHNS, AC","    5",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-02-10","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-02-11","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-02-12","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-02-13","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-02-14","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-02-15","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-02-16","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-02-17","17.13333","-61.78333","19.2","ST JOHNS, AC","    5",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-02-18","17.13333","-61.78333","19.2","ST JOHNS, AC","    3",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-02-19","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-02-20","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-02-21","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-02-22","17.13333","-61.78333","19.2","ST JOHNS, AC","   28",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-02-23","17.13333","-61.78333","19.2","ST JOHNS, AC","  114",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-02-24","17.13333","-61.78333","19.2","ST JOHNS, AC","   15",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-02-25","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-02-26","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-02-27","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-02-28","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-03-01","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-03-02","17.13333","-61.78333","19.2","ST JOHNS, AC","    5",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-03-03","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-03-04","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-03-05","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-03-06","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-03-07","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-03-08","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-03-09","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-03-10","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-03-11","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-03-12","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-03-13","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-03-14","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1958-03-15","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
